日期,股票代码,名称,收盘价,涨跌幅
2013-09-30,'000001,上证指数,2174.665,0.6777
2013-09-27,'000001,上证指数,2160.027,0.1957
2013-09-26,'000001,上证指数,2155.809,-1.9425
2013-09-25,'000001,上证指数,2198.515,-0.4084
2013-09-24,'000001,上证指数,2207.531,-0.6084
2013-09-23,'000001,上证指数,2221.044,1.3319
2013-09-18,'000001,上证指数,2191.851,0.2878
2013-09-17,'000001,上证指数,2185.56,-2.0544
2013-09-16,'000001,上证指数,2231.401,-0.2154
2013-09-13,'000001,上证指数,2236.217,-0.8595
2013-09-12,'000001,上证指数,2255.605,0.6397
2013-09-11,'000001,上证指数,2241.268,0.1467
2013-09-10,'000001,上证指数,2237.984,1.1511
2013-09-09,'000001,上证指数,2212.516,3.3889
2013-09-06,'000001,上证指数,2139.993,0.8275
2013-09-05,'000001,上证指数,2122.43,-0.2438
2013-09-04,'000001,上证指数,2127.618,0.2122
2013-09-03,'000001,上证指数,2123.112,1.1753
2013-09-02,'000001,上证指数,2098.448,0.0031
2013-08-30,'000001,上证指数,2098.382,0.0551
2013-08-29,'000001,上证指数,2097.227,-0.1939
2013-08-28,'000001,上证指数,2101.301,-0.1077
2013-08-27,'000001,上证指数,2103.567,0.3383
2013-08-26,'000001,上证指数,2096.474,1.8963
2013-08-23,'000001,上证指数,2057.458,-0.4676
2013-08-22,'000001,上证指数,2067.124,-0.2816
2013-08-21,'000001,上证指数,2072.961,0.0177
2013-08-20,'000001,上证指数,2072.595,-0.6237
2013-08-19,'000001,上证指数,2085.602,0.8291
2013-08-16,'000001,上证指数,2068.452,-0.645
2013-08-15,'000001,上证指数,2081.88,-0.8693
2013-08-14,'000001,上证指数,2100.137,-0.2858
2013-08-13,'000001,上证指数,2106.156,0.2319
2013-08-12,'000001,上证指数,2101.283,2.39
2013-08-09,'000001,上证指数,2052.235,0.3589
2013-08-08,'000001,上证指数,2044.895,-0.092
2013-08-07,'000001,上证指数,2046.778,-0.666
2013-08-06,'000001,上证指数,2060.5,0.4886
2013-08-05,'000001,上证指数,2050.481,1.0379
2013-08-02,'000001,上证指数,2029.418,0.0173
2013-08-01,'000001,上证指数,2029.067,1.7689
2013-07-31,'000001,上证指数,1993.799,0.1877
2013-07-30,'000001,上证指数,1990.064,0.6961
2013-07-29,'000001,上证指数,1976.306,-1.7179
2013-07-26,'000001,上证指数,2010.85,-0.5108
2013-07-25,'000001,上证指数,2021.174,-0.5978
2013-07-24,'000001,上证指数,2033.329,-0.516
2013-07-23,'000001,上证指数,2043.876,1.9511
2013-07-22,'000001,上证指数,2004.762,0.6079
2013-07-19,'000001,上证指数,1992.648,-1.5196
2013-07-18,'000001,上证指数,2023.396,-1.0527
2013-07-17,'000001,上证指数,2044.922,-1.0068
2013-07-16,'000001,上证指数,2065.72,0.3074
2013-07-15,'000001,上证指数,2059.39,0.9759
2013-07-12,'000001,上证指数,2039.486,-1.6163
2013-07-11,'000001,上证指数,2072.991,3.2301
2013-07-10,'000001,上证指数,2008.126,2.1711
2013-07-09,'000001,上证指数,1965.454,0.3667
2013-07-08,'000001,上证指数,1958.273,-2.4375
2013-07-05,'000001,上证指数,2007.199,0.0549
2013-07-04,'000001,上证指数,2006.098,0.5932
2013-07-03,'000001,上证指数,1994.268,-0.6126
2013-07-02,'000001,上证指数,2006.56,0.5672
2013-07-01,'000001,上证指数,1995.242,0.8102
2013-06-28,'000001,上证指数,1979.206,1.4971
2013-06-27,'000001,上证指数,1950.013,-0.0759
2013-06-26,'000001,上证指数,1951.495,-0.4089
2013-06-25,'000001,上证指数,1959.508,-0.1898
2013-06-24,'000001,上证指数,1963.235,-5.2993
2013-06-21,'000001,上证指数,2073.095,-0.5243
2013-06-20,'000001,上证指数,2084.021,-2.7728
2013-06-19,'000001,上证指数,2143.454,-0.7334
2013-06-18,'000001,上证指数,2159.291,0.1427
2013-06-17,'000001,上证指数,2156.215,-0.2695
2013-06-14,'000001,上证指数,2162.041,0.637
2013-06-13,'000001,上证指数,2148.355,-2.8289
2013-06-07,'000001,上证指数,2210.898,-1.3921
2013-06-06,'000001,上证指数,2242.11,-1.2691
2013-06-05,'000001,上证指数,2270.931,-0.0653
2013-06-04,'000001,上证指数,2272.416,-1.1672
2013-06-03,'000001,上证指数,2299.252,-0.0584
2013-05-31,'000001,上证指数,2300.595,-0.7401
2013-05-30,'000001,上证指数,2317.749,-0.2697
2013-05-29,'000001,上证指数,2324.017,0.1163
2013-05-28,'000001,上证指数,2321.318,1.2316
2013-05-27,'000001,上证指数,2293.077,0.1986
2013-05-24,'000001,上证指数,2288.533,0.5654
2013-05-23,'000001,上证指数,2275.667,-1.1612
2013-05-22,'000001,上证指数,2302.403,-0.1176
2013-05-21,'000001,上证指数,2305.114,0.223
2013-05-20,'000001,上证指数,2299.986,0.7498
2013-05-17,'000001,上证指数,2282.87,1.3795
2013-05-16,'000001,上证指数,2251.806,1.214
2013-05-15,'000001,上证指数,2224.797,0.3512
2013-05-14,'000001,上证指数,2217.01,-1.1111
2013-05-13,'000001,上证指数,2241.92,-0.2186
2013-05-10,'000001,上证指数,2246.831,0.6207
2013-05-09,'000001,上证指数,2232.971,-0.5934
2013-05-08,'000001,上证指数,2246.3,0.4797
2013-05-07,'000001,上证指数,2235.575,0.1976
2013-05-06,'000001,上证指数,2231.166,1.1639
2013-05-03,'000001,上证指数,2205.497,1.4431
2013-05-02,'000001,上证指数,2174.123,-0.174
2013-04-26,'000001,上证指数,2177.912,-0.9728
2013-04-25,'000001,上证指数,2199.307,-0.857
2013-04-24,'000001,上证指数,2218.318,1.5463
2013-04-23,'000001,上证指数,2184.538,-2.5703
2013-04-22,'000001,上证指数,2242.169,-0.1102
2013-04-19,'000001,上证指数,2244.643,2.1406
2013-04-18,'000001,上证指数,2197.602,0.1735
2013-04-17,'000001,上证指数,2193.796,-0.0478
2013-04-16,'000001,上证指数,2194.846,0.5914
2013-04-15,'000001,上证指数,2181.942,-1.1255
2013-04-12,'000001,上证指数,2206.78,-0.5755
2013-04-11,'000001,上证指数,2219.553,-0.2953
2013-04-10,'000001,上证指数,2226.126,0.0158
2013-04-09,'000001,上证指数,2225.775,0.6413
2013-04-08,'000001,上证指数,2211.592,-0.6158
2013-04-03,'000001,上证指数,2225.295,-0.1098
2013-04-02,'000001,上证指数,2227.74,-0.2978
2013-04-01,'000001,上证指数,2234.395,-0.0995
2013-03-29,'000001,上证指数,2236.621,0.0143
2013-03-28,'000001,上证指数,2236.302,-2.8227
2013-03-27,'000001,上证指数,2301.259,0.1562
2013-03-26,'000001,上证指数,2297.669,-1.2484
2013-03-25,'000001,上证指数,2326.715,-0.0671
2013-03-22,'000001,上证指数,2328.278,0.1736
2013-03-21,'000001,上证指数,2324.242,0.2964
2013-03-20,'000001,上证指数,2317.374,2.6552
2013-03-19,'000001,上证指数,2257.434,0.7776
2013-03-18,'000001,上证指数,2240.016,-1.6847
2013-03-15,'000001,上证指数,2278.401,0.3578
2013-03-14,'000001,上证指数,2270.277,0.2787
2013-03-13,'000001,上证指数,2263.968,-0.99
2013-03-12,'000001,上证指数,2286.605,-1.0382
2013-03-11,'000001,上证指数,2310.593,-0.3458
2013-03-08,'000001,上证指数,2318.611,-0.2445
2013-03-07,'000001,上证指数,2324.293,-0.975
2013-03-06,'000001,上证指数,2347.179,0.8973
2013-03-05,'000001,上证指数,2326.306,2.327
2013-03-04,'000001,上证指数,2273.404,-3.6492
2013-03-01,'000001,上证指数,2359.506,-0.2573
2013-02-28,'000001,上证指数,2365.593,2.2641
2013-02-27,'000001,上证指数,2313.22,0.8668
2013-02-26,'000001,上证指数,2293.341,-1.3964
2013-02-25,'000001,上证指数,2325.819,0.5036
2013-02-22,'000001,上证指数,2314.164,-0.5068
2013-02-21,'000001,上证指数,2325.951,-2.9713
2013-02-20,'000001,上证指数,2397.178,0.5986
2013-02-19,'000001,上证指数,2382.914,-1.5958
2013-02-18,'000001,上证指数,2421.558,-0.4458
2013-02-08,'000001,上证指数,2432.402,0.5736
2013-02-07,'000001,上证指数,2418.53,-0.655
2013-02-06,'000001,上证指数,2434.477,0.0554
2013-02-05,'000001,上证指数,2433.13,0.2049
2013-02-04,'000001,上证指数,2428.154,0.3776
2013-02-01,'000001,上证指数,2419.02,1.4085
2013-01-31,'000001,上证指数,2385.422,0.1237
2013-01-30,'000001,上证指数,2382.475,0.9961
2013-01-29,'000001,上证指数,2358.977,0.5315
2013-01-28,'000001,上证指数,2346.505,2.4092
2013-01-25,'000001,上证指数,2291.304,-0.4905
2013-01-24,'000001,上证指数,2302.598,-0.789
2013-01-23,'000001,上证指数,2320.911,0.2493
2013-01-22,'000001,上证指数,2315.139,-0.5619
2013-01-21,'000001,上证指数,2328.221,0.4813
2013-01-18,'000001,上证指数,2317.07,1.4075
2013-01-17,'000001,上证指数,2284.909,-1.0647
2013-01-16,'000001,上证指数,2309.499,-0.6958
2013-01-15,'000001,上证指数,2325.682,0.6031
2013-01-14,'000001,上证指数,2311.74,3.0648
2013-01-11,'000001,上证指数,2242.997,-1.7805
2013-01-10,'000001,上证指数,2283.658,0.3656
2013-01-09,'000001,上证指数,2275.34,-0.0321
2013-01-08,'000001,上证指数,2276.07,-0.4067
2013-01-07,'000001,上证指数,2285.364,0.3677
2013-01-04,'000001,上证指数,2276.992,0.3466
2012-12-31,'000001,上证指数,2269.128,1.6064
2012-12-28,'000001,上证指数,2233.252,1.2401
2012-12-27,'000001,上证指数,2205.897,-0.5964
2012-12-26,'000001,上证指数,2219.132,0.2494
2012-12-25,'000001,上证指数,2213.611,2.5269
2012-12-24,'000001,上证指数,2159.053,0.2667
2012-12-21,'000001,上证指数,2153.31,-0.6938
2012-12-20,'000001,上证指数,2168.353,0.2828
2012-12-19,'000001,上证指数,2162.239,-0.0104
2012-12-18,'000001,上证指数,2162.464,0.0982
2012-12-17,'000001,上证指数,2160.342,0.4518
2012-12-14,'000001,上证指数,2150.625,4.3245
2012-12-13,'000001,上证指数,2061.476,-1.0203
2012-12-12,'000001,上证指数,2082.726,0.3867
2012-12-11,'000001,上证指数,2074.704,-0.4351
2012-12-10,'000001,上证指数,2083.77,1.0663
2012-12-07,'000001,上证指数,2061.786,1.604
2012-12-06,'000001,上证指数,2029.237,-0.1314
2012-12-05,'000001,上证指数,2031.907,2.8739
2012-12-04,'000001,上证指数,1975.143,0.7846
2012-12-03,'000001,上证指数,1959.767,-1.0277
2012-11-30,'000001,上证指数,1980.117,0.8469
2012-11-29,'000001,上证指数,1963.488,-0.5085
2012-11-28,'000001,上证指数,1973.523,-0.886
2012-11-27,'000001,上证指数,1991.165,-1.3036
2012-11-26,'000001,上证指数,2017.464,-0.4893
2012-11-23,'000001,上证指数,2027.384,0.5841
2012-11-22,'000001,上证指数,2015.611,-0.7244
2012-11-21,'000001,上证指数,2030.319,1.065
2012-11-20,'000001,上证指数,2008.923,-0.3996
2012-11-19,'000001,上证指数,2016.982,0.112
2012-11-16,'000001,上证指数,2014.725,-0.7666
2012-11-15,'000001,上证指数,2030.29,-1.2226
2012-11-14,'000001,上证指数,2055.419,0.3677
2012-11-13,'000001,上证指数,2047.889,-1.5094
2012-11-12,'000001,上证指数,2079.274,0.4933
2012-11-09,'000001,上证指数,2069.067,-0.1179
2012-11-08,'000001,上证指数,2071.509,-1.6251
2012-11-07,'000001,上证指数,2105.73,-0.0128
2012-11-06,'000001,上证指数,2105.999,-0.3797
2012-11-05,'000001,上证指数,2114.027,-0.1426
2012-11-02,'000001,上证指数,2117.046,0.5996
2012-11-01,'000001,上证指数,2104.428,1.7182
2012-10-31,'000001,上证指数,2068.88,0.3168
2012-10-30,'000001,上证指数,2062.347,0.1653
2012-10-29,'000001,上证指数,2058.943,-0.3517
2012-10-26,'000001,上证指数,2066.209,-1.6831
2012-10-25,'000001,上证指数,2101.58,-0.681
2012-10-24,'000001,上证指数,2115.99,0.073
2012-10-23,'000001,上证指数,2114.447,-0.8586
2012-10-22,'000001,上证指数,2132.758,0.2094
2012-10-19,'000001,上证指数,2128.302,-0.1588
2012-10-18,'000001,上证指数,2131.688,1.2381
2012-10-17,'000001,上证指数,2105.618,0.3245
2012-10-16,'000001,上证指数,2098.808,0.005
2012-10-15,'000001,上证指数,2098.703,-0.2959
2012-10-12,'000001,上证指数,2104.932,0.0982
2012-10-11,'000001,上证指数,2102.868,-0.8054
2012-10-10,'000001,上证指数,2119.942,0.2228
2012-10-09,'000001,上证指数,2115.23,1.9673
2012-10-08,'000001,上证指数,2074.419,-0.5632
2012-09-28,'000001,上证指数,2086.169,1.4514
2012-09-27,'000001,上证指数,2056.323,2.6021
2012-09-26,'000001,上证指数,2004.172,-1.2379
2012-09-25,'000001,上证指数,2029.293,-0.1918
2012-09-24,'000001,上证指数,2033.192,0.3208
2012-09-21,'000001,上证指数,2026.69,0.0915
2012-09-20,'000001,上证指数,2024.837,-2.0792
2012-09-19,'000001,上证指数,2067.831,0.4024
2012-09-18,'000001,上证指数,2059.543,-0.9121
2012-09-17,'000001,上证指数,2078.5,-2.1351
2012-09-14,'000001,上证指数,2123.847,0.6382
2012-09-13,'000001,上证指数,2110.379,-0.7606
2012-09-12,'000001,上证指数,2126.554,0.2829
2012-09-11,'000001,上证指数,2120.554,-0.6716
2012-09-10,'000001,上证指数,2134.893,0.3351
2012-09-07,'000001,上证指数,2127.762,3.6962
2012-09-06,'000001,上证指数,2051.918,0.6987
2012-09-05,'000001,上证指数,2037.681,-0.292
2012-09-04,'000001,上证指数,2043.649,-0.7526
2012-09-03,'000001,上证指数,2059.147,0.5678
2012-08-31,'000001,上证指数,2047.522,-0.2467
2012-08-30,'000001,上证指数,2052.585,-0.0317
2012-08-29,'000001,上证指数,2053.235,-0.9608
2012-08-28,'000001,上证指数,2073.154,0.8487
2012-08-27,'000001,上证指数,2055.708,-1.7397
2012-08-24,'000001,上证指数,2092.104,-0.9923
2012-08-23,'000001,上证指数,2113.072,0.2544
2012-08-22,'000001,上证指数,2107.711,-0.4984
2012-08-21,'000001,上证指数,2118.268,0.5368
2012-08-20,'000001,上证指数,2106.957,-0.3751
2012-08-17,'000001,上证指数,2114.891,0.1275
2012-08-16,'000001,上证指数,2112.197,-0.3185
2012-08-15,'000001,上证指数,2118.945,-1.1006
2012-08-14,'000001,上证指数,2142.525,0.3018
2012-08-13,'000001,上证指数,2136.078,-1.5094
2012-08-10,'000001,上证指数,2168.814,-0.2432
2012-08-09,'000001,上证指数,2174.102,0.6068
2012-08-08,'000001,上证指数,2160.99,0.1562
2012-08-07,'000001,上证指数,2157.62,0.1255
2012-08-06,'000001,上证指数,2154.916,1.0371
2012-08-03,'000001,上证指数,2132.796,1.0238
2012-08-02,'000001,上证指数,2111.182,-0.5735
2012-08-01,'000001,上证指数,2123.36,0.9377
2012-07-31,'000001,上证指数,2103.634,-0.2976
2012-07-30,'000001,上证指数,2109.914,-0.8855
2012-07-27,'000001,上证指数,2128.765,0.1299
2012-07-26,'000001,上证指数,2126.004,-0.475
2012-07-25,'000001,上证指数,2136.151,-0.4863
2012-07-24,'000001,上证指数,2146.589,0.2422
2012-07-23,'000001,上证指数,2141.402,-1.2559
2012-07-20,'000001,上证指数,2168.638,-0.7416
2012-07-19,'000001,上证指数,2184.841,0.7257
2012-07-18,'000001,上证指数,2169.099,0.3661
2012-07-17,'000001,上证指数,2161.186,0.616
2012-07-16,'000001,上证指数,2147.955,-1.7357
2012-07-13,'000001,上证指数,2185.895,0.0185
2012-07-12,'000001,上证指数,2185.491,0.4647
2012-07-11,'000001,上证指数,2175.383,0.5057
2012-07-10,'000001,上证指数,2164.437,-0.2938
2012-07-09,'000001,上证指数,2170.814,-2.373
2012-07-06,'000001,上证指数,2223.579,1.0097
2012-07-05,'000001,上证指数,2201.353,-1.1656
2012-07-04,'000001,上证指数,2227.315,-0.0842
2012-07-03,'000001,上证指数,2229.193,0.1385
2012-07-02,'000001,上证指数,2226.11,0.0305
2012-06-29,'000001,上证指数,2225.431,1.3475
2012-06-28,'000001,上证指数,2195.843,-0.9514
2012-06-27,'000001,上证指数,2216.934,-0.231
2012-06-26,'000001,上证指数,2222.067,-0.092
2012-06-25,'000001,上证指数,2224.114,-1.6261
2012-06-21,'000001,上证指数,2260.877,-1.3956
2012-06-20,'000001,上证指数,2292.877,-0.3441
2012-06-19,'000001,上证指数,2300.795,-0.6588
2012-06-18,'000001,上证指数,2316.052,0.3989
2012-06-15,'000001,上证指数,2306.85,0.4749
2012-06-14,'000001,上证指数,2295.946,-0.9909
2012-06-13,'000001,上证指数,2318.924,1.2723
2012-06-12,'000001,上证指数,2289.791,-0.6967
2012-06-11,'000001,上证指数,2305.856,1.0699
2012-06-08,'000001,上证指数,2281.447,-0.5095
2012-06-07,'000001,上证指数,2293.13,-0.7112
2012-06-06,'000001,上证指数,2309.555,-0.1021
2012-06-05,'000001,上证指数,2311.916,0.1458
2012-06-04,'000001,上证指数,2308.55,-2.7338
2012-06-01,'000001,上证指数,2373.436,0.0507
2012-05-31,'000001,上证指数,2372.234,-0.5214
2012-05-30,'000001,上证指数,2384.668,-0.2079
2012-05-29,'000001,上证指数,2389.636,1.1971
2012-05-28,'000001,上证指数,2361.367,1.1919
2012-05-25,'000001,上证指数,2333.553,-0.741
2012-05-24,'000001,上证指数,2350.973,-0.5274
2012-05-23,'000001,上证指数,2363.437,-0.4159
2012-05-22,'000001,上证指数,2373.307,1.0649
2012-05-21,'000001,上证指数,2348.3,0.1612
2012-05-18,'000001,上证指数,2344.52,-1.4446
2012-05-17,'000001,上证指数,2378.886,1.3935
2012-05-16,'000001,上证指数,2346.192,-1.2064
2012-05-15,'000001,上证指数,2374.843,-0.2471
2012-05-14,'000001,上证指数,2380.725,-0.5953
2012-05-11,'000001,上证指数,2394.983,-0.6326
2012-05-10,'000001,上证指数,2410.23,0.0682
2012-05-09,'000001,上证指数,2408.587,-1.6455
2012-05-08,'000001,上证指数,2448.884,-0.1249
2012-05-07,'000001,上证指数,2451.947,-0.0027
2012-05-04,'000001,上证指数,2452.014,0.4891
2012-05-03,'000001,上证指数,2440.08,0.0674
2012-05-02,'000001,上证指数,2438.436,1.7577
2012-04-27,'000001,上证指数,2396.316,-0.3485
2012-04-26,'000001,上证指数,2404.697,-0.0879
2012-04-25,'000001,上证指数,2406.813,0.7526
2012-04-24,'000001,上证指数,2388.834,0.0103
2012-04-23,'000001,上证指数,2388.588,-0.7593
2012-04-20,'000001,上证指数,2406.863,1.1868
2012-04-19,'000001,上证指数,2378.634,-0.093
2012-04-18,'000001,上证指数,2380.848,1.9642
2012-04-17,'000001,上证指数,2334.985,-0.9351
2012-04-16,'000001,上证指数,2357.026,-0.0905
2012-04-13,'000001,上证指数,2359.161,0.3529
2012-04-12,'000001,上证指数,2350.864,1.8164
2012-04-11,'000001,上证指数,2308.925,0.1328
2012-04-10,'000001,上证指数,2305.863,0.8787
2012-04-09,'000001,上证指数,2285.777,-0.9007
2012-04-06,'000001,上证指数,2306.553,0.1873
2012-04-05,'000001,上证指数,2302.241,1.7436
2012-03-30,'000001,上证指数,2262.788,0.4719
2012-03-29,'000001,上证指数,2252.16,-1.4321
2012-03-28,'000001,上证指数,2284.881,-2.6542
2012-03-27,'000001,上证指数,2347.179,-0.1455
2012-03-26,'000001,上证指数,2350.599,0.0451
2012-03-23,'000001,上证指数,2349.539,-1.1042
2012-03-22,'000001,上证指数,2375.772,-0.1019
2012-03-21,'000001,上证指数,2378.195,0.0571
2012-03-20,'000001,上证指数,2376.839,-1.3835
2012-03-19,'000001,上证指数,2410.184,0.2266
2012-03-16,'000001,上证指数,2404.736,1.3043
2012-03-15,'000001,上证指数,2373.774,-0.73
2012-03-14,'000001,上证指数,2391.23,-2.6291
2012-03-13,'000001,上证指数,2455.795,0.8598
2012-03-12,'000001,上证指数,2434.859,-0.1887
2012-03-09,'000001,上证指数,2439.462,0.7927
2012-03-08,'000001,上证指数,2420.276,1.0641
2012-03-07,'000001,上证指数,2394.794,-0.6493
2012-03-06,'000001,上证指数,2410.445,-1.4134
2012-03-05,'000001,上证指数,2445.002,-0.6377
2012-03-02,'000001,上证指数,2460.693,1.4252
2012-03-01,'000001,上证指数,2426.115,-0.0977
2012-02-29,'000001,上证指数,2428.487,-0.9532
2012-02-28,'000001,上证指数,2451.857,0.1962
2012-02-27,'000001,上证指数,2447.057,0.3045
2012-02-24,'000001,上证指数,2439.628,1.2481
2012-02-23,'000001,上证指数,2409.554,0.2483
2012-02-22,'000001,上证指数,2403.587,0.9304
2012-02-21,'000001,上证指数,2381.43,0.7545
2012-02-20,'000001,上证指数,2363.597,0.2722
2012-02-17,'000001,上证指数,2357.181,0.0136
2012-02-16,'000001,上证指数,2356.86,-0.4159
2012-02-15,'000001,上证指数,2366.702,0.9353
2012-02-14,'000001,上证指数,2344.771,-0.3012
2012-02-13,'000001,上证指数,2351.855,-0.0054
2012-02-10,'000001,上证指数,2351.981,0.1018
2012-02-09,'000001,上证指数,2349.589,0.0877
2012-02-08,'000001,上证指数,2347.53,2.4272
2012-02-07,'000001,上证指数,2291.902,-1.683
2012-02-06,'000001,上证指数,2331.136,0.0314
2012-02-03,'000001,上证指数,2330.405,0.7718
2012-02-02,'000001,上证指数,2312.556,1.961
2012-02-01,'000001,上证指数,2268.08,-1.07
2012-01-31,'000001,上证指数,2292.61,0.3314
2012-01-30,'000001,上证指数,2285.038,-1.4695
2012-01-20,'000001,上证指数,2319.118,1.0036
2012-01-19,'000001,上证指数,2296.075,1.3101
2012-01-18,'000001,上证指数,2266.384,-1.3919
2012-01-17,'000001,上证指数,2298.376,4.1784
2012-01-16,'000001,上证指数,2206.193,-1.7102
2012-01-13,'000001,上证指数,2244.58,-1.3376
2012-01-12,'000001,上证指数,2275.01,-0.0455
2012-01-11,'000001,上证指数,2276.046,-0.4243
2012-01-10,'000001,上证指数,2285.744,2.689
2012-01-09,'000001,上证指数,2225.89,2.8887
2012-01-06,'000001,上证指数,2163.395,0.6955
2012-01-05,'000001,上证指数,2148.452,-0.9652
2012-01-04,'000001,上证指数,2169.39,-1.3652
2011-12-30,'000001,上证指数,2199.417,1.1896
2011-12-29,'000001,上证指数,2173.561,0.1635
2011-12-28,'000001,上证指数,2170.013,0.1758
2011-12-27,'000001,上证指数,2166.205,-1.0915
2011-12-26,'000001,上证指数,2190.11,-0.6656
2011-12-23,'000001,上证指数,2204.784,0.8456
2011-12-22,'000001,上证指数,2186.297,-0.2214
2011-12-21,'000001,上证指数,2191.148,-1.1184
2011-12-20,'000001,上证指数,2215.93,-0.1039
2011-12-19,'000001,上证指数,2218.235,-0.2969
2011-12-16,'000001,上证指数,2224.84,2.015
2011-12-15,'000001,上证指数,2180.895,-2.1373
2011-12-14,'000001,上证指数,2228.525,-0.8923
2011-12-13,'000001,上证指数,2248.59,-1.8745
2011-12-12,'000001,上证指数,2291.545,-1.0247
2011-12-09,'000001,上证指数,2315.27,-0.6245
2011-12-08,'000001,上证指数,2329.82,-0.1247
2011-12-07,'000001,上证指数,2332.73,0.2934
2011-12-06,'000001,上证指数,2325.905,-0.3139
2011-12-05,'000001,上证指数,2333.229,-1.1622
2011-12-02,'000001,上证指数,2360.664,-1.0975
2011-12-01,'000001,上证指数,2386.86,2.2905
2011-11-30,'000001,上证指数,2333.414,-3.2739
2011-11-29,'000001,上证指数,2412.393,1.232
2011-11-28,'000001,上证指数,2383.034,0.1181
2011-11-25,'000001,上证指数,2380.224,-0.7228
2011-11-24,'000001,上证指数,2397.554,0.1039
2011-11-23,'000001,上证指数,2395.065,-0.7278
2011-11-22,'000001,上证指数,2412.625,-0.1037
2011-11-21,'000001,上证指数,2415.13,-0.0593
2011-11-18,'000001,上证指数,2416.562,-1.8873
2011-11-17,'000001,上证指数,2463.046,-0.1586
2011-11-16,'000001,上证指数,2466.959,-2.4825
2011-11-15,'000001,上证指数,2529.761,0.0414
2011-11-14,'000001,上证指数,2528.714,1.9197
2011-11-11,'000001,上证指数,2481.084,0.0624
2011-11-10,'000001,上证指数,2479.536,-1.7974
2011-11-09,'000001,上证指数,2524.919,0.842
2011-11-08,'000001,上证指数,2503.836,-0.2376
2011-11-07,'000001,上证指数,2509.799,-0.7315
2011-11-04,'000001,上证指数,2528.294,0.8056
2011-11-03,'000001,上证指数,2508.09,0.159
2011-11-02,'000001,上证指数,2504.108,1.3801
2011-11-01,'000001,上证指数,2470.019,0.0717
2011-10-31,'000001,上证指数,2468.25,-0.2086
2011-10-28,'000001,上证指数,2473.41,1.5518
2011-10-27,'000001,上证指数,2435.614,0.3351
2011-10-26,'000001,上证指数,2427.48,0.739
2011-10-25,'000001,上证指数,2409.672,1.6596
2011-10-24,'000001,上证指数,2370.333,2.2897
2011-10-21,'000001,上证指数,2317.275,-0.6044
2011-10-20,'000001,上证指数,2331.366,-1.9409
2011-10-19,'000001,上证指数,2377.512,-0.2506
2011-10-18,'000001,上证指数,2383.485,-2.3323
2011-10-17,'000001,上证指数,2440.402,0.3713
2011-10-14,'000001,上证指数,2431.375,-0.304
2011-10-13,'000001,上证指数,2438.79,0.7764
2011-10-12,'000001,上证指数,2420.0,3.0438
2011-10-11,'000001,上证指数,2348.516,0.159
2011-10-10,'000001,上证指数,2344.787,-0.6118
2011-09-30,'000001,上证指数,2359.22,-0.2589
2011-09-29,'000001,上证指数,2365.343,-1.117
2011-09-28,'000001,上证指数,2392.062,-0.952
2011-09-27,'000001,上证指数,2415.054,0.9139
2011-09-26,'000001,上证指数,2393.183,-1.643
2011-09-23,'000001,上证指数,2433.159,-0.4051
2011-09-22,'000001,上证指数,2443.057,-2.7818
2011-09-21,'000001,上证指数,2512.963,2.664
2011-09-20,'000001,上证指数,2447.755,0.4086
2011-09-19,'000001,上证指数,2437.795,-1.7946
2011-09-16,'000001,上证指数,2482.343,0.1326
2011-09-15,'000001,上证指数,2479.055,-0.2323
2011-09-14,'000001,上证指数,2484.827,0.5472
2011-09-13,'000001,上证指数,2471.305,-1.0589
2011-09-09,'000001,上证指数,2497.753,-0.0476
2011-09-08,'000001,上证指数,2498.943,-0.6815
2011-09-07,'000001,上证指数,2516.09,1.8444
2011-09-06,'000001,上证指数,2470.524,-0.3314
2011-09-05,'000001,上证指数,2478.739,-1.9595
2011-09-02,'000001,上证指数,2528.28,-1.0861
2011-09-01,'000001,上证指数,2556.042,-0.4401
2011-08-31,'000001,上证指数,2567.34,0.029
2011-08-30,'000001,上证指数,2566.595,-0.3811
2011-08-29,'000001,上证指数,2576.413,-1.3695
2011-08-26,'000001,上证指数,2612.188,-0.1175
2011-08-25,'000001,上证指数,2615.261,2.9188
2011-08-24,'000001,上证指数,2541.091,-0.5062
2011-08-23,'000001,上证指数,2554.019,1.5166
2011-08-22,'000001,上证指数,2515.863,-0.7298
2011-08-19,'000001,上证指数,2534.358,-0.9812
2011-08-18,'000001,上证指数,2559.472,-1.6065
2011-08-17,'000001,上证指数,2601.261,-0.2647
2011-08-16,'000001,上证指数,2608.166,-0.7082
2011-08-15,'000001,上证指数,2626.77,1.2956
2011-08-12,'000001,上证指数,2593.173,0.4519
2011-08-11,'000001,上证指数,2581.508,1.2683
2011-08-10,'000001,上证指数,2549.176,0.9147
2011-08-09,'000001,上证指数,2526.07,-0.0295
2011-08-08,'000001,上证指数,2526.816,-3.7925
2011-08-05,'000001,上证指数,2626.423,-2.1466
2011-08-04,'000001,上证指数,2684.039,0.2074
2011-08-03,'000001,上证指数,2678.485,-0.0289
2011-08-02,'000001,上证指数,2679.259,-0.907
2011-08-01,'000001,上证指数,2703.783,0.076
2011-07-29,'000001,上证指数,2701.729,-0.2602
2011-07-28,'000001,上证指数,2708.777,-0.5403
2011-07-27,'000001,上证指数,2723.492,0.7572
2011-07-26,'000001,上证指数,2703.026,0.5311
2011-07-25,'000001,上证指数,2688.746,-2.961
